[1, 'OVERLAP', 1.0, "self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_pos_token_3_follow(tokenE) == 'ADP' and self.f.event_timex3_distance(tokenE, tokenT) == 'perto' and self.f.reichenbach_direct_modification(tokenE, tokenT) == True", 'CBA', 1.0, 41, 41]
[391, 'AFTER', 391.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True and self.f.timex3_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_2_follow(tokenT) == 'VERB'", 'CBA', 0.8823529411764706, 15, 17]
[392, 'BEFORE', 392.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_pos_token_2_precede(tokenT) == 'ADP' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 0.8823529411764706, 15, 17]
[393, 'BEFORE', 393.0, "self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.signal_precede_timex3_text(tokenT) == 'até' and self.f.timex3_pos(tokenT) == 'NOUN' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 0.8823529411764706, 15, 17]
[394, 'OVERLAP', 394.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_pos_token_2_follow(tokenE) == 'ADP' and self.f.reichenbach_tense(tokenE, tokenT) == 'simples'", 'CBA', 0.875, 28, 32]
[395, 'OVERLAP', 395.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_pos_token_2_follow(tokenE) == 'NOUN' and self.f.event_pos_token_3_precede(tokenE) == 'DET' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False", 'CBA', 0.875, 21, 24]
[396, 'OVERLAP', 396.0, "self.f.event_dep(tokenE) == 'ROOT' and self.f.event_pos_token_3_follow(tokenE) == 'NOUN' and self.f.timex3_pos_token_3_follow(tokenT) == 'ADP'", 'CBA', 0.875, 14, 16]
[397, 'BEFORE', 397.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_closest_to_event_pos(tokenE) == 'VERB' and self.f.timex3_pos_token_2_precede(tokenT) == 'NOUN' and self.f.timex3_relevant_lemmas(tokenT) == 'próximo'", 'CBA', 0.875, 14, 16]
[398, 'BEFORE', 398.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_dep(tokenE) == 'ROOT' and self.f.timex3_gov_verb_tense(tokenT) == 'PRES' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP'", 'CBA', 0.8666666666666667, 13, 15]
[399, 'AFTER', 399.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_pos_token_3_precede(tokenE) == 'PUNCT' and self.f.timex3_pos_token_3_precede(tokenT) == 'ADP'", 'CBA', 0.8666666666666667, 13, 15]
[400, 'OVERLAP', 400.0, "self.f.event_pos_token_3_follow(tokenE) == 'ADP' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos_token_3_precede(tokenT) == 'DET'", 'CBA', 0.8666666666666667, 13, 15]
[401, 'OVERLAP', 401.0, "self.f.event_closest_to_event_pos(tokenE) == 'VERB' and self.f.event_pos_token_1_precede(tokenE) == 'NOUN' and self.f.timex3_preposition_precede(tokenT) == 'no' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 0.8666666666666667, 13, 15]
[402, 'AFTER', 402.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.timex3_gov_verb_tense(tokenT) == 'PRES' and self.f.timex3_pos_token_2_precede(tokenT) == 'NOUN' and self.f.timex3_preposition_precede(tokenT) == 'de'", 'CBA', 0.8666666666666667, 13, 15]
[403, 'OVERLAP', 403.0, "self.f.event_closest_to_event_temporal_direction(tokenE) == 'before' and self.f.event_pos_token_3_precede(tokenE) == 'PROPN' and self.f.timex3_dep(tokenT) == 'OBL' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP'", 'CBA', 0.8666666666666667, 13, 15]
[404, 'OVERLAP', 404.0, "self.f.event_closest_to_event_tense(tokenE) == 'PAST' and self.f.event_modal_verb(tokenE) == 'ter' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP'", 'CBA', 0.8666666666666667, 13, 15]
[405, 'BEFORE', 405.0, "self.f.event_closest_to_event_class(tokenE) == 'I_STATE' and self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT'", 'CBA', 0.8571428571428571, 18, 21]
[406, 'AFTER', 406.0, "self.f.event_closest_to_event_pos(tokenE) == 'VERB' and self.f.event_pos_token_2_precede(tokenE) == 'DET' and self.f.signal_precede_timex3_pos(tokenT) == 'ADP' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 0.8571428571428571, 12, 14]
[407, 'BEFORE', 407.0, "self.f.event_gov_verb_tense(tokenE) == 'PRES' and self.f.event_pos_token_3_follow(tokenE) == 'NOUN' and self.f.timex3_dep(tokenT) == 'OBL' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT'", 'CBA', 0.8571428571428571, 12, 14]
[408, 'BEFORE', 408.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_gov_verb_tense(tokenE) == 'PRES' and self.f.event_pos_token_2_follow(tokenE) == 'DET' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT'", 'CBA', 0.8571428571428571, 12, 14]
[409, 'AFTER', 409.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT' and self.f.timex3_pos_token_2_follow(tokenT) == 'VERB'", 'CBA', 0.8571428571428571, 12, 14]
[410, 'AFTER', 410.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_class(tokenE) == 'REPORTING' and self.f.event_preposition_precede(tokenE) == 'de' and self.f.timex3_head_pos(tokenT) == 'NOUN'", 'CBA', 0.8571428571428571, 12, 14]
[411, 'AFTER', 411.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_preposition_precede(tokenE) == 'de' and self.f.reichenbach_tense(tokenE, tokenT) == 'simples' and self.f.timex3_head_pos(tokenT) == 'NOUN'", 'CBA', 0.8571428571428571, 12, 14]
[412, 'AFTER', 412.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'NOUN' and self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_relevant_lemmas(tokenT) == 'ano'", 'CBA', 0.8571428571428571, 12, 14]
[413, 'OVERLAP', 413.0, "self.f.event_pos_token_3_follow(tokenE) == 'NOUN' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT' and self.f.timex3_pos_token_2_precede(tokenT) == 'ADJ' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 0.8571428571428571, 12, 14]
[414, 'AFTER', 414.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_class(tokenE) == 'REPORTING' and self.f.event_pos_token_1_precede(tokenE) == 'PROPN' and self.f.timex3_pos_token_2_follow(tokenT) == 'ADP'", 'CBA', 0.8571428571428571, 12, 14]
[415, 'AFTER', 415.0, "self.f.event_closest_to_timex3_pos(tokenT) == 'NOUN' and self.f.event_pos_token_2_follow(tokenE) == 'NOUN' and self.f.event_pos_token_3_follow(tokenE) == 'ADJ' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe'", 'CBA', 0.8571428571428571, 12, 14]
[416, 'AFTER', 416.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.reichenbach_tense(tokenE, tokenT) == 'simples' and self.f.signal_precede_timex3_text(tokenT) == 'por'", 'CBA', 0.8571428571428571, 12, 14]
[417, 'AFTER', 417.0, "self.f.event_closest_to_event_temporal_direction(tokenE) == 'before' and self.f.event_closest_to_event_tense(tokenE) == 'PRES' and self.f.event_dep(tokenE) == 'XCOMP' and self.f.event_temporal_direction(tokenE) == 'before'", 'CBA', 0.8571428571428571, 12, 14]
[418, 'OVERLAP', 418.0, "self.f.signal_precede_timex3_text(tokenT) == 'para' and self.f.timex3_relevant_lemmas(tokenT) == 'ano'", 'CBA', 0.8461538461538461, 11, 13]
[419, 'BEFORE', 419.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.signal_precede_timex3_text(tokenT) == 'até'", 'CBA', 0.8461538461538461, 11, 13]
[420, 'AFTER', 420.0, "self.f.event_pos_token_2_follow(tokenE) == 'DET' and self.f.event_pos_token_2_precede(tokenE) == 'DET' and self.f.timex3_preposition_precede(tokenT) == 'no'", 'CBA', 0.8461538461538461, 11, 13]
[421, 'AFTER', 421.0, "self.f.event_closest_to_event_pos(tokenE) == 'NUM' and self.f.timex3_gov_verb_tense(tokenT) == 'PRES' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT'", 'CBA', 0.8461538461538461, 11, 13]
[422, 'BEFORE', 422.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.signal_precede_timex3_text(tokenT) == 'até' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 0.8461538461538461, 11, 13]
[423, 'AFTER', 423.0, "self.f.event_closest_to_event_tense(tokenE) == 'PAST' and self.f.event_temporal_direction(tokenE) == 'after' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_head_pos(tokenT) == 'VERB'", 'CBA', 0.8461538461538461, 11, 13]
[424, 'AFTER', 424.0, "self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.event_closest_to_event_class(tokenE) == 'STATE' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_pos_token_3_precede(tokenT) == 'ADP'", 'CBA', 0.8461538461538461, 11, 13]
[425, 'AFTER', 425.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_pos_token_1_precede(tokenE) == 'PROPN' and self.f.event_pos_token_3_follow(tokenE) == 'NOUN' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 0.8461538461538461, 11, 13]
[426, 'AFTER', 426.0, "self.f.event_temporal_direction(tokenE) == 'before' and self.f.timex3_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_1_follow(tokenT) == 'ADP' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 0.8461538461538461, 11, 13]
[427, 'AFTER', 427.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_pos_token_1_precede(tokenE) == 'PROPN' and self.f.event_pos_token_2_follow(tokenE) == 'DET' and self.f.event_pos_token_2_precede(tokenE) == 'DET'", 'CBA', 0.8461538461538461, 11, 13]
[428, 'AFTER', 428.0, "self.f.event_pos_token_1_follow(tokenE) == 'DET' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False", 'CBA', 0.8461538461538461, 11, 13]
[429, 'AFTER', 429.0, "self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True and self.f.timex3_pos_token_1_follow(tokenT) == 'ADP' and self.f.timex3_relevant_lemmas(tokenT) == 'ano'", 'CBA', 0.8461538461538461, 11, 13]
[430, 'AFTER', 430.0, "self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.timex3_pos_token_1_follow(tokenT) == 'ADP' and self.f.timex3_pos_token_2_follow(tokenT) == 'DET' and self.f.timex3_preposition_precede(tokenT) == 'de'", 'CBA', 0.8461538461538461, 11, 13]
[431, 'OVERLAP', 431.0, "self.f.event_temporal_direction(tokenE) == 'after' and self.f.timex3_head_pos(tokenT) == 'VERB' and self.f.timex3_pos_token_2_follow(tokenT) == 'NUM' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 0.8461538461538461, 11, 13]
[432, 'AFTER', 432.0, "self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.timex3_dep(tokenT) == 'OBL' and self.f.timex3_pos_token_1_follow(tokenT) == 'ADP' and self.f.timex3_pos_token_2_follow(tokenT) == 'NOUN'", 'CBA', 0.8461538461538461, 11, 13]
[433, 'BEFORE', 433.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.timex3_head_pos(tokenT) == 'VERB' and self.f.timex3_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_2_precede(tokenT) == 'ADP'", 'CBA', 0.8461538461538461, 11, 13]
[434, 'OVERLAP', 434.0, "self.f.event_pos_token_2_follow(tokenE) == 'NOUN' and self.f.event_temporal_direction(tokenE) == 'after' and self.f.timex3_head_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_3_precede(tokenT) == 'ADP'", 'CBA', 0.8421052631578947, 16, 19]
[435, 'BEFORE', 435.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_conjunction_closest_follow(tokenE) == 'que' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT' and self.f.timex3_type(tokenT) == 'DURATION'", 'CBA', 0.8421052631578947, 16, 19]
[436, 'OVERLAP', 436.0, "self.f.event_class(tokenE) == 'ASPECTUAL' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP'", 'CBA', 0.8421052631578947, 16, 19]
[437, 'BEFORE', 437.0, "self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_relevant_lemmas(tokenT) == 'próximo' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 0.8421052631578947, 16, 19]
[438, 'BEFORE', 438.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.signal_precede_timex3_text(tokenT) == 'até' and self.f.timex3_pos(tokenT) == 'NOUN'", 'CBA', 0.8421052631578947, 16, 19]
[439, 'AFTER', 439.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_pos_token_2_precede(tokenE) == 'PROPN' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos(tokenT) == 'NOUN'", 'CBA', 0.8333333333333334, 15, 18]
[440, 'AFTER', 440.0, "self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_dep(tokenT) == 'NMOD' and self.f.timex3_pos_token_1_follow(tokenT) == 'ADP' and self.f.timex3_pos_token_2_precede(tokenT) == 'NOUN'", 'CBA', 0.8235294117647058, 14, 17]
[441, 'AFTER', 441.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == True and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_pos_token_1_follow(tokenT) == 'ADP'", 'CBA', 0.8235294117647058, 14, 17]
[442, 'BEFORE', 442.0, "self.f.event_closest_to_event_tense(tokenE) == 'PRES' and self.f.event_pos_token_1_follow(tokenE) == 'SCONJ' and self.f.reichenbach_temporal_mod_function(tokenE, tokenT) == False and self.f.timex3_pos(tokenT) == 'NOUN'", 'CBA', 0.8235294117647058, 14, 17]
[443, 'AFTER', 443.0, "self.f.event_pos_token_2_follow(tokenE) == 'NOUN' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 0.8125, 13, 16]
[444, 'BEFORE', 444.0, "self.f.event_closest_to_event_tense(tokenE) == 'PRES' and self.f.event_pos_token_1_follow(tokenE) == 'SCONJ' and self.f.timex3_dep(tokenT) == 'OBL' and self.f.timex3_head_pos(tokenT) == 'VERB'", 'CBA', 0.8125, 13, 16]
[445, 'OVERLAP', 445.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_pos_token_1_precede(tokenE) == 'VERB' and self.f.timex3_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP'", 'CBA', 0.8125, 13, 16]
[446, 'BEFORE', 446.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.timex3_head_pos(tokenT) == 'VERB' and self.f.timex3_pos_token_2_precede(tokenT) == 'ADP'", 'CBA', 0.8125, 13, 16]
[447, 'BEFORE', 447.0, "self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.signal_precede_timex3_pos(tokenT) == 'ADP' and self.f.timex3_pos_token_2_precede(tokenT) == 'ADP' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 0.8125, 13, 16]
[448, 'AFTER', 448.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_class(tokenE) == 'REPORTING' and self.f.event_closest_to_event_temporal_direction(tokenE) == 'after' and self.f.event_dep(tokenE) == 'ROOT'", 'CBA', 0.8095238095238095, 17, 21]
[449, 'AFTER', 449.0, "self.f.event_closest_to_event_pos(tokenE) == 'NOUN' and self.f.event_pos_token_1_follow(tokenE) == 'DET' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST' and self.f.timex3_head_pos(tokenT) == 'NOUN'", 'CBA', 0.8095238095238095, 17, 21]
[450, 'AFTER', 450.0, "self.f.event_pos_token_2_follow(tokenE) == 'NOUN' and self.f.event_pos_token_3_follow(tokenE) == 'ADJ' and self.f.reichenbach_tense(tokenE, tokenT) == 'simples' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 0.8095238095238095, 17, 21]
[451, 'OVERLAP', 451.0, "self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.event_closest_to_event_class(tokenE) == 'REPORTING' and self.f.event_pos_token_2_precede(tokenE) == 'VERB' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP'", 'CBA', 0.8, 20, 25]
[452, 'OVERLAP', 452.0, "self.f.event_conjunction_closest_follow(tokenE) == 'a' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.reichenbach_tense(tokenE, tokenT) == 'simples'", 'CBA', 0.8, 12, 15]
[453, 'AFTER', 453.0, "self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.event_dep(tokenE) == 'ROOT' and self.f.event_pos_token_2_precede(tokenE) == 'DET' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe'", 'CBA', 0.8, 12, 15]
[454, 'AFTER', 454.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_closest_to_event_class(tokenE) == 'STATE' and self.f.event_closest_to_timex3_pos(tokenT) == 'NOUN' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False", 'CBA', 0.8, 12, 15]
[455, 'AFTER', 455.0, "self.f.event_pos_token_1_follow(tokenE) == 'DET' and self.f.event_timex3_distance(tokenE, tokenT) == 'distancia_media' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 0.8, 12, 15]
[456, 'BEFORE', 456.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_closest_to_event_pos(tokenE) == 'VERB' and self.f.timex3_dep(tokenT) == 'OBL' and self.f.timex3_gov_verb_tense(tokenT) == 'PRES'", 'CBA', 0.8, 12, 15]
[457, 'AFTER', 457.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_preposition_precede(tokenE) == 'de' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 0.8, 12, 15]
[458, 'BEFORE', 458.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_closest_to_event_class(tokenE) == 'I_STATE' and self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.signal_precede_timex3_pos(tokenT) == 'ADP'", 'CBA', 0.8, 12, 15]
[459, 'AFTER', 459.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_closest_to_event_tense(tokenE) == 'PAST' and self.f.event_pos_token_2_precede(tokenE) == 'PROPN' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False", 'CBA', 0.8, 12, 15]
[460, 'AFTER', 460.0, "self.f.event_closest_to_event_temporal_direction(tokenE) == 'before' and self.f.event_dep(tokenE) == 'XCOMP' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.signal_precede_timex3_pos(tokenT) == 'ADP'", 'CBA', 0.8, 12, 15]
[461, 'BEFORE', 461.0, "self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.signal_precede_timex3_text(tokenT) == 'até' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 0.8, 12, 15]
[462, 'BEFORE', 462.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_class(tokenE) == 'I_STATE' and self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.reichenbach_tense(tokenE, tokenT) == 'simples'", 'CBA', 0.7894736842105263, 15, 19]
[463, 'AFTER', 463.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_pos_token_3_follow(tokenT) == 'NOUN'", 'CBA', 0.7857142857142857, 11, 14]
[464, 'AFTER', 464.0, "self.f.event_class(tokenE) == 'OCCURRENCE' and self.f.event_pos_token_2_follow(tokenE) == 'NOUN' and self.f.event_preposition_precede(tokenE) == 'em'", 'CBA', 0.7857142857142857, 11, 14]
[465, 'AFTER', 465.0, "self.f.event_temporal_direction(tokenE) == 'before' and self.f.reichenbach_tense(tokenE, tokenT) == 'simples' and self.f.timex3_head_pos(tokenT) == 'NOUN' and self.f.timex3_preposition_precede(tokenT) == 'no'", 'CBA', 0.7857142857142857, 11, 14]
[466, 'BEFORE', 466.0, "self.f.event_closest_to_event_class(tokenE) == 'STATE' and self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_pos_token_2_follow(tokenE) == 'DET' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT'", 'CBA', 0.7857142857142857, 11, 14]
[467, 'AFTER', 467.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.timex3_dep(tokenT) == 'OBL' and self.f.timex3_pos_token_2_precede(tokenT) == 'VERB' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN'", 'CBA', 0.7857142857142857, 11, 14]
[468, 'BEFORE', 468.0, "self.f.event_closest_to_event_class(tokenE) == 'I_STATE' and self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 0.7857142857142857, 11, 14]
[469, 'BEFORE', 469.0, "self.f.event_class(tokenE) == 'I_STATE' and self.f.reichenbach_tense(tokenE, tokenT) == 'simples' and self.f.timex3_pos_token_3_precede(tokenT) == 'NOUN' and self.f.timex3_type(tokenT) == 'DATE'", 'CBA', 0.7857142857142857, 11, 14]
[470, 'AFTER', 470.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_pos_token_3_follow(tokenE) == 'VERB' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 0.7857142857142857, 11, 14]
[471, 'BEFORE', 471.0, "self.f.event_closest_to_event_pos(tokenE) == 'NOUN' and self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_dep(tokenE) == 'ROOT' and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe'", 'CBA', 0.782608695652174, 18, 23]
[472, 'AFTER', 472.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_pos_token_2_precede(tokenE) == 'PROPN' and self.f.timex3_gov_verb_tense(tokenT) == 'PAST'", 'CBA', 0.7727272727272727, 17, 22]
[473, 'BEFORE', 473.0, "self.f.event_closest_to_event_class(tokenE) == 'OCCURRENCE' and self.f.event_pos_token_1_follow(tokenE) == 'SCONJ' and self.f.event_pos_token_1_precede(tokenE) == 'PRON'", 'CBA', 0.7647058823529411, 13, 17]
[474, 'AFTER', 474.0, "self.f.event_closest_to_event_class(tokenE) == 'STATE' and self.f.event_gov_verb_tense(tokenE) == 'PAST' and self.f.signal_precede_timex3_pos(tokenT) == 'ADP' and self.f.timex3_dep(tokenT) == 'OBL'", 'CBA', 0.7647058823529411, 13, 17]
[475, 'AFTER', 475.0, "self.f.event_class(tokenE) == 'REPORTING' and self.f.event_closest_to_event_temporal_direction(tokenE) == 'after' and self.f.event_pos_token_1_follow(tokenE) == 'SCONJ' and self.f.timex3_pos_token_1_precede(tokenT) == 'ADP'", 'CBA', 0.7647058823529411, 13, 17]
[476, 'AFTER', 476.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_timex3_distance(tokenE, tokenT) == 'muito_longe' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT' and self.f.timex3_pos_token_1_precede(tokenT) == 'PUNCT'", 'CBA', 0.7647058823529411, 13, 17]
[477, 'BEFORE', 477.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_gov_verb_tense(tokenE) == 'PRES' and self.f.event_pos_token_3_follow(tokenE) == 'NOUN' and self.f.timex3_dep(tokenT) == 'OBL'", 'CBA', 0.75, 15, 20]
[478, 'AFTER', 478.0, "self.f.event_closest_to_event_class(tokenE) == 'I_STATE' and self.f.event_closest_to_event_temporal_direction(tokenE) == 'before' and self.f.event_temporal_direction(tokenE) == 'before' and self.f.timex3_pos(tokenT) == 'NOUN'", 'CBA', 0.75, 15, 20]
[479, 'BEFORE', 479.0, "self.f.event_class(tokenE) == 'I_STATE' and self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.reichenbach_tense(tokenE, tokenT) == 'simples' and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT'", 'CBA', 0.75, 15, 20]
[480, 'AFTER', 480.0, "self.f.event_closest_to_event_class(tokenE) == 'I_STATE' and self.f.event_closest_to_event_temporal_direction(tokenE) == 'before' and self.f.event_closest_to_event_tense(tokenE) == 'PRES' and self.f.event_dep(tokenE) == 'XCOMP'", 'CBA', 0.75, 15, 20]
[481, 'BEFORE', 481.0, "self.f.event_between_order(tokenE, tokenT) == True and self.f.event_closest_to_event_class(tokenE) == 'STATE' and self.f.event_closest_to_timex3_pos(tokenT) == 'VERB' and self.f.event_pos_token_2_follow(tokenE) == 'DET'", 'CBA', 0.75, 12, 16]
[482, 'AFTER', 482.0, "self.f.event_closest_to_event_equal_class(tokenE) == False and self.f.event_closest_to_event_pos(tokenE) == 'NOUN' and self.f.timex3_head_pos(tokenT) == 'NOUN' and self.f.timex3_pos_token_2_precede(tokenT) == 'ADJ'", 'CBA', 0.75, 12, 16]
[483, 'BEFORE', 483.0, "self.f.event_class(tokenE) == 'I_STATE' and self.f.event_dep(tokenE) == 'ROOT' and self.f.reichenbach_direct_modification(tokenE, tokenT) == False and self.f.timex3_pos_token_1_follow(tokenT) == 'PUNCT'", 'CBA', 0.75, 12, 16]
